hash,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax
2024-08-07-12-55-17,2,220,19.999985,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.600159,0.000000,52379.089844,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,2495,2578,2631,2682,2752,2795,2855,2951,2995,3021,3063,3136,3189,3243,3335,3452,3527,3686,3901,4081,4258,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,240,20.000015,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.849838,0.000000,52448.160156,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364,2491,2575,2627,2677,2750,2792,2851,2948,2992,3016,3060,3129,3182,3234,3319,3437,3503,3676,3882,4042,4110,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,260,19.999985,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.700150,0.000000,52413.640625,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,2489,2575,2629,2680,2755,2795,2855,2951,2995,3021,3063,3134,3186,3238,3330,3448,3536,3718,7910,11455,12010,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,280,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.550003,0.000000,52365.898438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,2494,2582,2635,2685,2758,2799,2859,2953,2996,3022,3064,3134,3186,3240,3324,3440,3507,3683,3897,4081,4132,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,300,20.000031,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.449692,0.000000,52341.519531,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,2495,2582,2635,2684,2756,2796,2856,2952,2996,3022,3065,3140,3192,3243,3334,3448,3515,3679,3904,4006,4158,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,320,19.999969,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.950317,0.000000,52469.929688,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,2491,2573,2627,2678,2747,2792,2851,2947,2992,3017,3061,3130,3185,3239,3330,3452,3529,3713,3939,4122,4229,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,340,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.750000,0.000000,52420.449219,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,2493,2576,2629,2680,2750,2792,2853,2949,2993,3017,3061,3136,3187,3238,3333,3448,3518,3677,3899,4045,4160,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,360,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.899994,0.000000,52464.101562,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,2491,2574,2627,2679,2749,2793,2851,2949,2994,3019,3062,3131,3184,3238,3320,3437,3499,3665,3854,4061,4100,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,380,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.500000,0.000000,52361.851562,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,2492,2581,2633,2682,2753,2798,2859,2952,2995,3024,3068,3145,3197,3248,3339,3449,3521,3694,3923,4012,4228,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,400,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.399994,0.000000,52328.898438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,2495,2581,2634,2684,2757,2798,2859,2953,2996,3023,3065,3144,3196,3245,3334,3449,3519,3690,3963,4185,4354,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,420,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.899994,0.000000,52459.000000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,2490,2573,2627,2678,2748,2790,2849,2945,2990,3014,3059,3127,3181,3235,3326,3447,3515,3680,3887,4070,19766,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,440,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.600006,0.000000,52384.250000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,2492,2576,2632,2681,2752,2793,2854,2950,2994,3018,3062,3138,3189,3240,3335,3451,3540,3725,7922,11188,11334,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,460,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.500000,0.000000,52357.050781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,2492,2579,2634,2682,2757,2797,2861,2953,2995,3021,3064,3143,3193,3239,3332,3449,3527,3717,3984,4174,4324,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,480,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.800003,0.000000,52434.550781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,2488,2574,2627,2678,2755,2793,2854,2950,2994,3020,3062,3136,3187,3237,3328,3441,3505,3667,3834,3954,4065,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,500,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.850006,0.000000,52441.648438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,2488,2572,2626,2677,2751,2792,2850,2948,2993,3018,3061,3138,3190,3240,3331,3450,3529,3687,3872,4028,4047,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,520,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.500000,0.000000,52363.851562,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,2495,2581,2632,2682,2757,2795,2854,2950,2994,3019,3063,3137,3188,3239,3330,3449,3529,3718,3941,4058,4117,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,540,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.850006,0.000000,52446.000000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,2492,2577,2629,2679,2752,2793,2851,2947,2992,3016,3059,3129,3181,3235,3325,3447,3516,3684,3913,4051,4129,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,560,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.300003,0.000000,52305.148438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,2495,2582,2638,2686,2759,2799,2864,2955,2997,3023,3067,3148,3199,3246,3338,3458,3547,3728,5303,7350,7521,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,580,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.449997,0.000000,52346.898438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,2494,2579,2633,2683,2755,2796,2858,2953,2996,3023,3064,3142,3193,3241,3331,3444,3508,3671,3871,4028,4141,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,600,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.750000,0.000000,52421.550781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,2491,2577,2630,2680,2753,2794,2854,2950,2993,3018,3062,3135,3186,3238,3328,3443,3516,3675,3992,4171,4404,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,620,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.649368,0.000000,52398.988281,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,2492,2580,2631,2681,2754,2796,2854,2951,2994,3021,3063,3134,3187,3239,3329,3444,3511,3668,3863,4069,4159,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,640,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.600632,0.000000,52388.859375,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,2492,2578,2631,2680,2751,2795,2854,2949,2994,3021,3064,3139,3190,3242,3333,3448,3526,3727,7704,10370,10826,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,660,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.649994,0.000000,52402.148438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,2491,2578,2631,2680,2753,2794,2855,2949,2993,3019,3063,3139,3188,3238,3331,3445,3517,3683,3904,4083,4169,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,680,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.750000,0.000000,52427.800781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,2490,2575,2629,2680,2750,2793,2855,2949,2993,3018,3062,3132,3183,3236,3324,3445,3515,3681,3905,4026,4140,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,700,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.750000,0.000000,52426.898438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,2492,2579,2632,2680,2754,2794,2852,2947,2992,3016,3059,3127,3181,3233,3319,3439,3507,3680,3873,4020,4258,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,720,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,205.049377,0.000000,52497.988281,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,2485,2570,2622,2673,2744,2790,2848,2945,2990,3014,3060,3130,3182,3235,3327,3446,3525,3727,4012,4278,4407,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,740,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.650620,0.000000,52402.308594,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,2491,2574,2628,2678,2750,2794,2855,2950,2994,3021,3064,3142,3194,3242,3332,3451,3528,3701,3972,4309,4473,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,760,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.749374,0.000000,52417.691406,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,2490,2578,2632,2681,2751,2793,2853,2949,2993,3019,3063,3138,3188,3239,3331,3448,3520,3677,3886,4049,4064,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,780,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,205.050629,0.000000,52497.058594,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,2489,2572,2626,2677,2746,2791,2849,2947,2990,3014,3057,3125,3178,3231,3315,3432,3499,3655,3843,3965,4118,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,800,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.750000,0.000000,52428.148438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,2489,2576,2630,2682,2751,2795,2855,2950,2993,3020,3064,3137,3189,3241,3330,3444,3515,3707,6034,7734,7909,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,820,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.449371,0.000000,52339.839844,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,2495,2583,2637,2685,2760,2797,2860,2954,2996,3023,3065,3145,3193,3241,3331,3445,3518,3684,3946,4103,4296,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,840,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.550629,0.000000,52374.410156,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,2493,2582,2638,2683,2759,2795,2858,2952,2994,3022,3063,3147,3196,3242,3337,3447,3523,3691,4004,4255,4357,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,860,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.800003,0.000000,52434.898438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,2490,2578,2631,2679,2756,2793,2852,2948,2992,3017,3060,3132,3184,3235,3326,3445,3510,3678,3861,3989,4154,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,880,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,202.050003,0.000000,51733.800781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,2499,2600,2659,2703,2769,2815,2886,2981,3007,3050,3110,3214,3265,3354,3530,3771,3954,4452,5048,5416,5698,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,900,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,125.599617,0.000000,32160.251953,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,3445,3695,3793,3884,4062,4248,4451,4710,4892,5178,5574,5981,6213,6512,7180,8723,9958,11516,12775,13256,13287,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,920,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,66.900208,0.000000,17129.751953,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,7240,7773,7905,8011,8196,8379,8591,8874,9066,9317,9671,10238,10682,11283,12183,13078,13664,14820,17353,19950,20044,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,940,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,66.899796,0.000000,17133.898438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238,7220,7759,7884,7987,8170,8359,8589,8900,9112,9368,9729,10330,10794,11338,12267,13315,13983,15572,17782,18577,18634,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,960,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,62.050190,0.000000,15886.448242,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233,7656,8117,8308,8502,8846,9121,9375,9676,9876,10140,10481,11003,11383,11923,12858,13868,14589,15877,19128,19955,20128,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,980,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,59.849998,0.000000,15327.900391,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2575,8346,8816,8940,9047,9236,9429,9657,9945,10136,10376,10701,11164,11524,12010,12844,13891,14636,16900,19782,20803,20981,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,1000,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,60.150002,0.000000,15399.200195,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548,8281,8751,8877,8984,9178,9376,9604,9899,10090,10334,10653,11153,11518,12024,12886,13810,14381,16027,17721,18095,18150,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,1020,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,60.400002,0.000000,15464.950195,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625,8225,8690,8816,8920,9108,9298,9527,9839,10045,10305,10639,11151,11541,12097,12951,13892,14698,16720,18310,18642,18698,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,1040,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,60.750187,0.000000,15557.097656,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484,8180,8630,8754,8865,9064,9264,9495,9797,9998,10242,10582,11110,11504,12006,12868,13793,14496,15879,19201,19639,19805,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,1060,20.000122,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,83.749489,0.000000,21445.869141,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,4180,4701,5018,5545,6079,6499,7323,8569,8875,9136,9439,9896,10228,10709,11603,12658,13399,14613,17814,18513,18677,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,1080,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,61.750000,0.000000,15811.900391,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164,7194,8314,8508,8644,8860,9065,9294,9595,9789,10026,10350,10843,11210,11751,12599,13575,14224,15634,16851,17056,17199,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,1100,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,60.799999,0.000000,15566.549805,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,8173,8637,8762,8869,9061,9253,9476,9774,9977,10239,10573,11075,11478,12031,12892,13895,14594,15856,17818,19118,19176,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,2,1120,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,61.950001,0.000000,15864.200195,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496,8048,8495,8613,8717,8901,9090,9311,9604,9796,10042,10353,10814,11197,11710,12578,13544,14255,16137,19862,20654,20762,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
