hash,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax
2024-08-07-12-26-53,0,220,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.449951,0.000000,4092.899902,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,206,216,224,252,269,273,278,283,287,289,292,297,307,340,388,672,1531,2522,5553,6563,6627,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,240,20.000015,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.448486,0.000000,4092.896973,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,205,213,218,225,264,271,277,282,287,290,294,303,322,354,414,840,1693,2595,5782,6722,7198,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,260,19.999985,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2044.901611,0.000000,4089.803223,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,205,213,217,224,264,271,276,282,287,290,293,302,321,354,418,913,1706,2570,5678,6018,6332,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,280,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2047.099976,0.000000,4094.250000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,207,217,227,257,269,273,278,282,287,289,292,297,305,337,383,655,1473,2420,5514,6078,6505,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,300,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.500000,0.000000,4093.050049,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,208,221,246,264,270,274,278,283,287,289,292,296,302,332,373,552,1337,2369,5688,6363,6543,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,320,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.449951,0.000000,4092.899902,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,208,219,233,262,270,274,278,283,287,289,292,296,303,333,375,610,1410,2487,5811,6422,6790,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,340,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.449951,0.000000,4092.899902,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,208,219,232,261,270,274,278,283,287,289,292,297,305,337,381,607,1376,2403,5732,6447,6624,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,360,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2045.250000,0.000000,4090.550049,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,205,213,217,224,265,271,276,281,286,289,293,300,318,354,423,930,1674,2592,5473,6073,7078,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,380,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2045.050049,0.000000,4090.149902,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,206,214,219,228,266,272,277,281,286,289,293,299,315,351,414,824,1609,2543,5547,6047,6284,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,400,20.000031,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2047.546875,0.000000,4095.143799,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,207,217,225,254,269,273,278,282,286,289,292,297,307,341,389,662,1477,2435,5546,6355,6530,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,420,19.999969,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.453125,0.000000,4092.956299,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,207,216,224,250,269,273,278,282,287,289,292,297,309,342,391,682,1504,2440,5583,6050,6458,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,440,20.000031,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2045.296875,0.000000,4090.643799,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,202,209,212,214,222,245,271,279,285,290,297,319,343,379,498,1369,1987,2755,5571,5978,6464,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,460,19.999969,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2047.453125,0.000000,4094.906250,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,204,211,214,219,241,269,275,281,286,290,294,308,329,363,440,1071,1833,2657,5686,6674,7133,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,480,20.000031,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.246826,0.000000,4092.543701,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,205,213,218,227,266,272,277,281,286,289,293,299,313,348,408,836,1667,2614,5576,6432,6568,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,500,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.449951,0.000000,4092.949951,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,207,217,224,251,269,273,278,282,287,289,292,297,308,341,389,713,1508,2388,5628,6278,6311,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,520,20.000031,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.446899,0.000000,4092.943848,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,208,220,238,263,270,274,278,283,287,289,292,296,302,331,374,589,1426,2413,5707,6371,6675,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,540,19.999939,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2045.856201,0.000000,4091.712402,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,209,222,248,264,270,274,278,283,287,289,292,296,302,332,372,543,1338,2409,5730,6482,6673,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,560,20.000061,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.593750,0.000000,4093.237549,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,207,216,224,251,269,273,278,282,287,289,292,297,308,340,386,673,1531,2448,5640,6514,6805,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,580,19.999939,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.456299,0.000000,4092.912598,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,208,221,241,263,270,274,278,283,287,289,292,296,303,333,376,569,1346,2371,5755,6381,6469,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,600,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.099976,0.000000,4092.250000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,208,218,229,259,269,274,278,283,287,289,292,297,307,339,383,633,1423,2394,5861,6280,6443,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,620,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2044.599976,0.000000,4089.250000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,208,220,243,264,270,274,278,283,287,289,292,296,302,332,372,592,1374,2424,5623,6268,6852,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,640,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2047.300049,0.000000,4094.600098,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,204,211,214,218,233,267,274,280,286,290,294,309,328,361,440,1132,1869,2862,5563,6089,6163,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,660,20.000061,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2047.143799,0.000000,4094.337402,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,207,218,231,261,270,274,278,283,287,290,292,297,305,336,377,613,1439,2440,5536,6538,6619,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,680,19.999939,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.456299,0.000000,4092.912598,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,208,220,238,263,270,274,278,283,287,289,292,296,303,334,376,572,1397,2456,5614,6440,6461,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,700,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2045.400024,0.000000,4090.850098,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,208,219,234,262,270,274,278,283,287,289,292,297,305,337,379,606,1413,2404,5542,5861,6599,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,720,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.449951,0.000000,4092.899902,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,206,216,225,256,269,273,278,283,287,289,293,297,308,341,386,623,1527,2464,5641,6589,6861,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,740,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.750000,0.000000,4093.550049,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,207,217,226,257,269,273,278,282,287,289,292,296,305,337,382,671,1501,2486,5559,6409,6667,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,760,20.000061,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.443726,0.000000,4092.937500,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,208,220,236,263,270,274,278,283,287,289,292,296,303,332,372,579,1400,2476,5325,5904,6272,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,780,19.999939,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.456299,0.000000,4092.912598,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,207,220,246,264,270,274,278,283,287,289,292,296,303,334,374,575,1328,2442,5646,6041,6088,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,800,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2045.650024,0.000000,4091.300049,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,207,217,227,259,269,273,278,283,287,289,292,297,306,339,384,659,1488,2416,5592,6021,6282,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,820,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2047.650024,0.000000,4095.350098,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,208,223,254,265,271,274,278,284,287,289,292,296,302,331,371,542,1257,2366,5409,6279,6532,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,840,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2045.699951,0.000000,4091.449951,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,202,208,210,213,219,229,263,277,284,291,301,324,349,386,519,1508,2081,2886,5476,6239,6285,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,860,20.000061,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.993774,0.000000,4093.987549,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,206,216,225,252,269,273,278,283,287,289,292,297,308,340,387,673,1529,2444,5481,6274,6538,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,880,19.999939,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.206299,0.000000,4092.462402,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,208,221,240,263,270,274,278,283,287,289,292,296,303,334,375,578,1347,2415,5569,6056,6642,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,900,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2047.449951,0.000000,4094.899902,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,207,219,239,264,270,274,278,283,287,289,292,296,304,335,375,584,1386,2423,5535,6317,6793,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,920,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.449951,0.000000,4092.949951,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,208,223,253,265,271,274,278,284,287,289,292,296,303,333,373,550,1230,2344,5540,6157,6569,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,940,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.449951,0.000000,4092.949951,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,206,216,225,255,269,273,278,282,287,289,292,297,307,338,383,664,1516,2515,5607,6189,6659,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,960,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.349976,0.000000,4092.699951,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,205,214,220,237,268,272,277,282,287,289,293,298,311,344,397,761,1603,2545,5704,6653,6742,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,980,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.750000,0.000000,4093.550049,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,208,220,242,264,270,274,278,283,287,289,292,296,303,332,372,566,1377,2399,5736,6401,6447,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1000,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.500000,0.000000,4093.000000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,206,216,225,255,269,273,278,282,287,289,292,297,306,339,385,714,1509,2517,5316,6352,6673,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1020,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.449951,0.000000,4092.899902,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,208,221,249,264,270,274,278,283,287,289,292,296,302,332,371,560,1348,2358,5535,6258,6505,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1040,20.000122,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.487549,0.000000,4092.975098,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,201,208,211,213,221,237,269,279,285,290,297,319,342,376,496,1421,2067,2924,5622,6259,8064,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1060,19.999878,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2045.012451,0.000000,4090.024902,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,207,221,250,265,270,274,278,283,287,289,292,296,301,330,370,565,1378,2434,5996,6604,6940,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1080,20.000122,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2048.037598,0.000000,4096.075195,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,206,217,231,262,270,274,278,283,287,289,292,296,304,334,376,619,1444,2478,5555,6261,6297,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1100,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2047.800049,0.000000,4095.600098,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,206,216,226,259,269,273,278,282,287,289,292,297,307,339,384,674,1452,2476,5617,6422,6714,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1120,19.999878,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.462524,0.000000,4092.925049,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,207,220,242,263,270,274,278,283,287,289,292,296,301,333,390,577,1379,2421,5503,6034,6868,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1140,20.000122,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2046.437500,0.000000,4092.925049,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,205,215,225,254,269,273,278,282,287,289,292,296,304,339,398,689,1554,2520,5490,6344,6836,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1160,20.000000,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2044.750000,0.000000,4089.550049,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,205,215,223,250,269,273,277,282,286,289,292,297,305,343,403,702,1551,2557,5682,6576,7120,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1180,19.999878,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2047.112549,0.000000,4094.274902,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,205,214,221,241,268,273,277,282,286,289,292,297,309,348,407,736,1541,2487,5504,6170,6810,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-26-53,0,1200,20.000122,/dev/nvme1n1,3492,sequential,"",0.000000,1.000000,2047.037476,0.000000,4094.125000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,204,213,220,234,267,272,277,282,286,289,293,298,311,351,410,778,1626,2586,5607,6175,6265,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
