hash,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax
2024-08-07-12-55-17,1,220,19.999985,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.500153,0.000000,52364.039062,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,2495,2582,2634,2683,2756,2797,2857,2953,2996,3021,3063,3136,3187,3238,3324,3441,3510,3680,3906,4104,4259,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,240,20.000015,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.399841,0.000000,52337.410156,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,2491,2580,2635,2684,2760,2798,2864,2955,2997,3027,3067,3146,3198,3243,3332,3451,3528,3695,3890,3991,4053,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,260,19.999985,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.600159,0.000000,52390.390625,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,2489,2575,2628,2679,2753,2794,2854,2951,2995,3021,3064,3141,3193,3244,3336,3454,3548,3745,7892,11451,12128,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,280,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.800003,0.000000,52434.398438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,2493,2576,2627,2679,2750,2793,2850,2948,2992,3018,3062,3133,3185,3238,3329,3445,3515,3687,3952,4145,4207,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,300,20.000031,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.599686,0.000000,52384.070312,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,2495,2581,2634,2683,2756,2797,2856,2951,2995,3020,3063,3134,3186,3238,3325,3443,3511,3685,3959,4207,4368,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,320,19.999969,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.350311,0.000000,52314.031250,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,2497,2586,2638,2687,2757,2797,2860,2953,2996,3022,3065,3141,3192,3243,3332,3448,3512,3678,3876,4015,4115,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,340,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.600006,0.000000,52385.148438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,2494,2583,2637,2685,2756,2796,2857,2951,2994,3019,3062,3134,3186,3235,3325,3445,3514,3696,3911,4073,4260,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,360,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.550003,0.000000,52366.601562,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,2494,2580,2633,2683,2753,2796,2854,2951,2995,3020,3063,3136,3189,3241,3331,3452,3522,3712,3925,4064,4283,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,380,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.649994,0.000000,52390.449219,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,2489,2577,2628,2680,2749,2796,2857,2951,2995,3024,3068,3144,3193,3247,3336,3449,3522,3705,3975,4127,4219,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,400,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,205.000000,0.000000,52484.550781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,2491,2573,2626,2677,2746,2791,2848,2946,2991,3017,3061,3132,3185,3238,3328,3446,3513,3677,3878,4050,4164,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,420,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.449997,0.000000,52343.000000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,2494,2581,2637,2685,2758,2796,2861,2955,2997,3023,3065,3145,3196,3242,3332,3447,3513,3676,3847,3998,4106,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,440,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.500000,0.000000,52353.050781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,2492,2580,2635,2684,2757,2796,2859,2953,2996,3021,3064,3146,3195,3240,3330,3444,3511,3685,7242,10708,11084,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,460,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.699997,0.000000,52410.148438,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,2492,2578,2633,2681,2752,2792,2852,2948,2993,3016,3061,3134,3185,3236,3328,3445,3508,3688,3896,4062,4278,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,480,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.649994,0.000000,52390.550781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,2491,2579,2633,2683,2759,2797,2857,2951,2994,3018,3060,3131,3182,3232,3319,3441,3511,3691,4746,6707,6971,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,500,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.600006,0.000000,52381.050781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,2492,2583,2635,2683,2759,2796,2857,2951,2995,3021,3062,3140,3189,3236,3325,3440,3505,3673,3918,4101,4199,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,520,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.600006,0.000000,52384.250000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,2496,2586,2638,2684,2759,2796,2855,2950,2994,3019,3061,3131,3183,3235,3325,3445,3515,3697,3944,4175,4284,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,540,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.500000,0.000000,52357.000000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,2495,2587,2640,2686,2761,2798,2861,2953,2996,3022,3064,3140,3191,3240,3330,3445,3513,3673,3908,4129,4237,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,560,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.899994,0.000000,52465.800781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,2489,2573,2627,2679,2749,2793,2853,2949,2993,3018,3061,3137,3187,3237,3327,3444,3510,3685,5476,6919,7035,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,580,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.800003,0.000000,52432.050781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,2492,2579,2633,2682,2754,2795,2854,2950,2994,3019,3062,3133,3184,3237,3318,3434,3495,3651,3849,4116,4230,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,600,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.699997,0.000000,52405.750000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,2490,2576,2629,2680,2752,2794,2852,2949,2992,3017,3061,3137,3189,3239,3330,3446,3526,3711,4003,4230,4396,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,620,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.549377,0.000000,52375.238281,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,2493,2581,2633,2683,2756,2796,2856,2951,2995,3022,3064,3137,3190,3243,3332,3445,3510,3673,3849,3968,4094,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,640,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.550629,0.000000,52367.109375,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,2489,2578,2629,2680,2752,2796,2858,2952,2996,3024,3066,3146,3195,3244,3332,3452,3533,3713,7647,11403,11886,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,660,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.699997,0.000000,52403.300781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,2490,2575,2628,2678,2751,2793,2854,2950,2994,3021,3064,3143,3192,3242,3335,3451,3534,3717,4055,4277,4447,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,680,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.350006,0.000000,52322.750000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,2492,2582,2637,2685,2757,2798,2863,2955,2997,3023,3067,3148,3199,3246,3338,3456,3541,3712,4033,4174,4318,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,700,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.500000,0.000000,52360.851562,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,2496,2584,2636,2684,2757,2796,2856,2950,2994,3018,3061,3133,3186,3237,3326,3447,3525,3704,3986,4276,4325,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,720,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.199371,0.000000,52276.691406,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,2497,2593,2650,2692,2765,2804,2871,2957,2998,3028,3068,3148,3198,3244,3332,3448,3526,3691,3882,4048,4392,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,740,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.700623,0.000000,52412.960938,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,2493,2581,2633,2681,2753,2794,2855,2950,2993,3018,3061,3131,3184,3237,3328,3446,3516,3683,3931,4148,4338,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,760,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.749374,0.000000,52420.390625,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,2493,2580,2632,2681,2750,2792,2851,2947,2991,3015,3060,3130,3182,3234,3325,3438,3505,3673,3889,4088,4312,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,780,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.350616,0.000000,52314.710938,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,2494,2583,2638,2686,2759,2798,2865,2956,2998,3024,3067,3150,3201,3246,3336,3449,3515,3673,3890,4031,4129,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,800,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,205.000000,0.000000,52486.550781,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,2487,2573,2624,2676,2744,2791,2849,2945,2989,3015,3059,3132,3185,3238,3329,3452,3540,3728,5444,7227,7387,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,820,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.749374,0.000000,52427.339844,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,2493,2577,2631,2680,2752,2792,2851,2948,2992,3016,3060,3131,3183,3235,3325,3441,3509,3676,3884,4109,4284,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,840,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.500626,0.000000,52360.011719,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,2492,2581,2636,2683,2760,2796,2858,2952,2995,3023,3064,3149,3201,3242,3333,3449,3527,3713,3942,4070,4165,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,860,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,204.649994,0.000000,52396.949219,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,2493,2583,2635,2681,2757,2794,2854,2950,2993,3019,3061,3131,3182,3234,3329,3444,3515,3681,3998,4333,4553,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,880,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,202.199997,0.000000,51774.500000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,2496,2596,2655,2700,2768,2813,2885,2980,3007,3050,3112,3216,3268,3362,3528,3771,3967,4486,4998,5364,5621,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,900,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,125.799614,0.000000,32213.152344,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,3447,3692,3787,3877,4056,4241,4447,4710,4898,5174,5562,5955,6169,6458,7166,8709,9979,11412,12700,13172,13369,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,920,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,66.900208,0.000000,17129.152344,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198,7232,7756,7887,7998,8186,8372,8589,8876,9076,9332,9693,10264,10726,11320,12216,13132,13692,15050,17829,20158,20793,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,940,20.000061,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,66.849792,0.000000,17113.796875,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163,7233,7765,7892,7996,8183,8370,8593,8902,9115,9389,9759,10352,10782,11346,12290,13363,14017,15875,17535,17930,18399,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,960,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,61.950188,0.000000,15865.498047,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211,7661,8120,8306,8498,8854,9135,9402,9711,9914,10172,10500,10992,11385,11952,12837,13873,14495,16137,18986,19976,20017,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,980,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,59.950001,0.000000,15351.250000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534,8318,8799,8925,9027,9215,9405,9635,9944,10145,10387,10696,11159,11525,12023,12842,13829,14547,16685,19741,20560,20676,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,1000,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,60.299999,0.000000,15439.900391,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,8247,8735,8861,8966,9154,9346,9573,9866,10059,10301,10629,11123,11487,12009,12834,13731,14330,16080,17582,18283,18426,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,1020,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,60.349998,0.000000,15459.650391,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604,8252,8694,8818,8921,9111,9302,9533,9841,10039,10285,10613,11108,11529,12076,12951,13885,14736,16533,18592,19327,19513,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,1040,19.999939,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,60.800186,0.000000,15565.497070,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516,8177,8640,8762,8871,9062,9261,9492,9787,9988,10231,10568,11090,11490,12012,12853,13812,14428,16025,18276,18906,19015,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,1060,20.000122,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,83.849487,0.000000,21477.968750,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,4161,4677,5000,5531,6067,6489,7296,8579,8877,9132,9441,9876,10197,10707,11596,12658,13382,14819,17747,18285,18651,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,1080,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,61.750000,0.000000,15817.650391,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088,7226,8308,8507,8642,8858,9056,9281,9587,9785,10031,10351,10853,11217,11739,12583,13565,14206,15413,16466,16846,17096,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,1100,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,60.799999,0.000000,15565.950195,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289,8181,8641,8764,8867,9054,9248,9477,9789,9985,10231,10549,11057,11460,12033,12909,13965,14658,15831,17513,18777,18842,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07-12-55-17,1,1120,20.000000,/dev/nvme1n1,3492,uniform,"",0.000000,1.000000,62.000000,0.000000,15878.250000,0.000000,0.000000,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215,8043,8481,8600,8703,8895,9088,9309,9608,9796,10036,10353,10811,11189,11716,12565,13618,14273,16308,19297,20263,20360,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
