hash,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,threadRate,threadStatsInterval,expRate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,r,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,ravg,rtot,rcnt,w,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,wavg,wtot,wcnt,s,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax,savg,stot,scnt,c,cmin,c10p,c20p,c25p,c30p,c40p,c50p,c60p,c70p,c75p,c80p,c85p,c90p,c92p5,c95p,c97p5,c99p,c99p5,c99p9,c99p99,c99p999,cmax,cavg,ctot,ccnt
2024-09-11-03-24-09,6,60,59.999954,/blk/wd,894,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,34.283360,0.350000,8779.139648,90.250069,0.000000,r,71,279,3471,7329,7636,7973,8207,8433,8676,8825,8995,9198,9449,9625,9867,10318,10936,11527,12736,14071,14071,14538,6981.964358,37807337.000000,5415,w,11,21,3304,7244,7619,7982,8249,8502,8772,8924,9098,9304,9573,9755,10004,10435,11127,11882,13794,15024,15814,16359,6990.892153,3682438460.000000,526748,s,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,130,0.002506,2244652.000000,895611140
2024-09-11-03-24-09,6,120,60.000031,/blk/wd,894,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,28.133320,0.283333,7205.112793,74.733292,0.000000,r,6258,7749,7981,8091,8192,8380,8568,8764,8987,9133,9309,9483,9760,9925,10169,10611,11452,12307,13731,14663,14663,14890,8684.191124,38939913.000000,4484,w,5785,7804,8075,8183,8285,8481,8677,8888,9129,9267,9427,9621,9881,10061,10322,10809,11615,12455,13960,14936,15396,15956,8791.860870,3800782997.000000,432307,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,513,0.002171,1947458.000000,896837960
2024-09-11-03-24-09,6,180,60.000000,/blk/wd,894,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,28.183332,0.266667,7218.716797,72.349998,0.000000,r,6152,7756,8007,8114,8202,8392,8578,8763,8976,9116,9268,9448,9701,9895,10153,10604,11421,12217,13665,14211,14211,15055,8685.566690,37704045.000000,4341,w,5517,7796,8064,8175,8276,8471,8668,8874,9107,9241,9398,9587,9845,10025,10284,10776,11626,12615,14350,15431,15901,16016,8778.052902,3801976607.000000,433123,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,502,0.002173,1949218.000000,896848944
2024-09-11-03-24-09,6,240,59.999985,/blk/wd,894,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,27.966673,0.283333,7162.218262,72.966682,0.000000,r,6398,7783,8041,8142,8243,8433,8633,8844,9063,9198,9346,9545,9801,9979,10259,10716,11640,12983,14335,14887,14887,15018,8749.079032,38303468.000000,4378,w,5691,7857,8128,8237,8340,8536,8730,8940,9181,9316,9476,9670,9931,10117,10380,10863,11670,12629,14231,15400,15818,16015,8845.962849,3801402153.000000,429733,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,503,0.002161,1938453.000000,897018676
2024-09-11-03-24-09,6,300,60.000015,/blk/wd,894,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,27.849993,0.266667,7132.014648,72.399979,0.000000,r,6168,7819,8067,8163,8259,8459,8654,8866,9085,9217,9367,9571,9816,9993,10221,10761,11430,12137,13469,13651,13651,13819,8763.070672,38066779.000000,4344,w,5304,7885,8156,8266,8371,8571,8773,8988,9228,9364,9521,9712,9972,10154,10409,10895,11729,12748,14170,15192,15718,15960,8883.528607,3801448445.000000,427921,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,506,0.002148,1929794.000000,898615097
2024-09-11-03-24-09,6,360,60.000000,/blk/wd,894,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,27.716667,0.266667,7097.233398,72.483330,0.000000,r,6375,7878,8139,8238,8329,8520,8700,8910,9147,9285,9425,9592,9847,10023,10253,10794,11431,12055,14238,14811,14811,15021,8818.132214,38350057.000000,4349,w,5882,7933,8206,8317,8421,8618,8819,9030,9267,9403,9560,9752,10009,10187,10448,10909,11738,12636,14475,15767,16294,16554,8927.193014,3801502310.000000,425834,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,507,0.002144,1923541.000000,897233302
2024-09-11-03-24-09,6,420,60.000031,/blk/wd,894,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,27.799986,0.266667,7117.712891,71.599960,0.000000,r,6610,7878,8118,8220,8318,8482,8670,8861,9096,9236,9362,9563,9805,9981,10243,10663,11402,12462,13748,14230,14230,14484,8788.338920,37754704.000000,4296,w,5722,7915,8189,8300,8404,8602,8795,9001,9234,9368,9525,9716,9970,10146,10399,10889,11751,12730,14445,15535,15904,16238,8902.548111,3801948904.000000,427063,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,520,0.002139,1929205.000000,901949068
2024-09-11-03-24-09,6,480,59.999969,/blk/wd,894,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,27.716681,0.266667,7097.336914,71.683372,0.000000,r,6241,7866,8119,8229,8336,8517,8705,8900,9119,9240,9373,9537,9776,9925,10146,10588,11395,12377,14099,14273,14273,14646,8797.274122,37837076.000000,4301,w,5642,7928,8207,8322,8427,8625,8823,9032,9266,9402,9559,9749,10010,10192,10450,10933,11762,12640,14494,15626,16155,16302,8927.906197,3801859575.000000,425840,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,513,0.002129,1922675.000000,903135161
2024-09-11-03-24-09,6,540,59.999969,/blk/wd,894,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,27.816681,0.266667,7121.236816,71.600037,0.000000,r,6201,7842,8074,8183,8285,8471,8648,8852,9089,9217,9371,9547,9779,9962,10230,10689,11311,12090,13899,14693,14693,15104,8766.103352,37659180.000000,4296,w,5185,7902,8173,8283,8388,8586,8784,8993,9231,9367,9525,9722,9984,10171,10448,10940,11816,12736,14321,15608,16261,16683,8898.200717,3801969813.000000,427274,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,508,0.002137,1928762.000000,902371900
2024-09-11-03-24-09,6,600,60.000061,/blk/wd,894,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,27.683306,0.266666,7087.726074,69.816597,0.000000,r,6716,7917,8178,8270,8367,8556,8749,8951,9161,9280,9432,9629,9859,10023,10271,10725,11469,12117,13404,14008,14008,14631,8845.118167,37052200.000000,4189,w,5712,7961,8230,8340,8443,8638,8835,9042,9273,9407,9561,9746,10000,10184,10448,10941,11807,12734,14121,14854,15193,15305,8941.825621,3802636531.000000,425264,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,510,0.002127,1921193.000000,903162707
