hash,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,threadRate,threadStatsInterval,expRate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,r,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,ravg,rtot,rcnt,w,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,wavg,wtot,wcnt,s,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax,savg,stot,scnt,c,cmin,c10p,c20p,c25p,c30p,c40p,c50p,c60p,c70p,c75p,c80p,c85p,c90p,c92p5,c95p,c97p5,c99p,c99p5,c99p9,c99p99,c99p999,cmax,cavg,ctot,ccnt
2024-09-11-03-24-09,0,60,60.000320,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,15.083253,15.083253,3864.029297,3864.079346,0.000000,r,70,4215,7601,7765,7899,8124,8333,8554,8802,8941,9100,9297,9555,9730,9977,10401,11108,11981,13805,14888,15644,15766,7796.914581,1807683458.000000,231846,w,12,4396,7684,7866,8009,8254,8480,8710,8969,9116,9286,9487,9760,9940,10194,10636,11362,12222,14095,15276,15858,16013,7932.873578,1839181209.000000,231843,s,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,123,0.002249,2029184.000000,902174266
2024-09-11-03-24-09,0,120,60.000031,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.249992,14.166659,3650.564697,3630.114746,0.000000,r,5633,7768,8024,8127,8223,8407,8594,8800,9035,9172,9330,9517,9767,9942,10200,10688,11457,12357,13867,14848,15345,15710,8715.723953,1898345687.000000,217807,w,5700,7853,8131,8241,8346,8548,8746,8961,9208,9352,9516,9712,9974,10160,10428,10919,11733,12594,14146,15170,15549,16153,8863.227522,1941348177.000000,219034,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,503,0.002169,1953175.000000,900308440
2024-09-11-03-24-09,0,180,60.000000,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.266666,14.216666,3652.550049,3639.500000,0.000000,r,5726,7761,8010,8114,8210,8399,8589,8792,9018,9148,9298,9482,9736,9917,10177,10670,11480,12493,14250,15191,15598,16017,8703.342020,1900548797.000000,218370,w,5509,7844,8120,8230,8335,8539,8738,8950,9188,9324,9479,9673,9934,10114,10376,10880,11733,12774,14596,15701,16078,16461,8848.361966,1939145070.000000,219153,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,501,0.002175,1957174.000000,899908760
2024-09-11-03-24-09,0,240,59.999985,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.133337,14.116671,3618.700928,3617.267578,0.000000,r,5919,7819,8072,8177,8273,8459,8648,8853,9086,9221,9380,9571,9829,10008,10275,10742,11540,12568,14071,15108,15391,15643,8769.222396,1903236952.000000,217036,w,5940,7910,8187,8299,8404,8606,8803,9014,9257,9395,9558,9758,10024,10216,10485,10972,11795,12769,14476,15596,15880,16019,8918.772759,1936461779.000000,217122,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,503,0.002160,1945840.000000,900721022
2024-09-11-03-24-09,0,300,60.000015,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.083330,14.033330,3608.882324,3596.565674,0.000000,r,5417,7847,8097,8202,8301,8496,8692,8901,9134,9264,9416,9604,9857,10038,10288,10779,11566,12628,14066,15024,15481,15541,8804.621018,1899984388.000000,215794,w,5813,7940,8216,8328,8435,8641,8846,9063,9307,9446,9606,9798,10064,10247,10515,11002,11870,12969,14384,15490,15911,16100,8957.276484,1939545949.000000,216533,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,498,0.002154,1939489.000000,900436055
2024-09-11-03-24-09,0,360,60.000000,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.000000,14.000000,3584.300049,3586.300049,0.000000,r,5895,7898,8151,8255,8353,8542,8734,8942,9177,9310,9465,9649,9894,10072,10326,10774,11595,12547,14326,15444,15981,16272,8849.592561,1904237628.000000,215178,w,5912,7986,8266,8377,8482,8684,8887,9102,9348,9490,9651,9848,10111,10295,10559,11024,11866,12808,14641,15990,16396,16924,9000.408002,1935609744.000000,215058,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,501,0.002139,1926919.000000,900688601
2024-09-11-03-24-09,0,420,60.000031,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.033326,14.033326,3593.998291,3596.231445,0.000000,r,5803,7881,8136,8240,8338,8524,8712,8912,9140,9272,9427,9610,9860,10028,10278,10761,11583,12611,14341,15367,15702,15923,8824.654666,1904131036.000000,215774,w,5624,7969,8247,8361,8467,8667,8866,9073,9312,9451,9612,9807,10067,10252,10507,11005,11896,12925,14627,15622,16105,16236,8976.043364,1935593991.000000,215640,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,513,0.002153,1938056.000000,900343995
2024-09-11-03-24-09,0,480,59.999969,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.033340,13.950007,3595.851807,3573.968506,0.000000,r,5499,7889,8150,8257,8358,8551,8742,8943,9166,9298,9449,9636,9887,10066,10321,10817,11610,12512,14330,15492,15993,16219,8846.827740,1897096047.000000,214438,w,5685,7981,8269,8384,8491,8693,8897,9109,9350,9489,9648,9840,10108,10299,10565,11058,11881,12806,14672,15957,16428,16704,9003.864218,1942592709.000000,215751,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,512,0.002146,1932705.000000,900494517
2024-09-11-03-24-09,0,540,59.999969,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.016674,14.066674,3589.485107,3604.251953,0.000000,r,5627,7861,8117,8223,8322,8513,8702,8904,9138,9272,9426,9610,9866,10053,10324,10796,11647,12609,14270,15342,16027,16180,8819.360690,1907230846.000000,216255,w,5234,7957,8232,8344,8450,8653,8856,9068,9310,9451,9614,9813,10077,10272,10560,11071,11969,12908,14489,15817,16560,16827,8972.446141,1932386753.000000,215369,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,507,0.002151,1936648.000000,900343801
2024-09-11-03-24-09,0,600,60.000061,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,13.966653,13.983319,3578.479736,3579.913086,0.000000,r,5984,7927,8176,8278,8375,8563,8755,8956,9181,9310,9455,9638,9891,10068,10333,10821,11636,12656,14032,14593,14835,14941,8864.206937,1903987329.000000,214795,w,5996,8016,8292,8403,8507,8706,8907,9118,9353,9489,9646,9838,10096,10279,10557,11059,11931,12884,14275,14990,15301,15499,9015.405675,1935688737.000000,214709,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,504,0.002142,1929317.000000,900568118
2024-09-11-03-24-09,0,660,59.999939,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.033348,14.050014,3593.120361,3597.636963,0.000000,r,5786,7867,8129,8234,8333,8524,8715,8914,9143,9275,9427,9616,9868,10046,10317,10819,11604,12432,14043,15601,16169,16450,8823.755626,1904678242.000000,215858,w,5771,7962,8246,8359,8465,8666,8865,9075,9313,9451,9610,9809,10076,10266,10542,11046,11894,12755,14420,16214,16821,16892,8975.619625,1935026908.000000,215587,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,508,0.002150,1935911.000000,900482777
2024-09-11-03-24-09,0,720,60.000000,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.050000,14.050000,3599.716553,3599.183350,0.000000,r,6016,7858,8113,8219,8321,8513,8707,8914,9147,9280,9427,9608,9861,10036,10286,10752,11523,12580,14075,14875,15684,15765,8816.847553,1904007046.000000,215951,w,6053,7953,8230,8343,8450,8652,8855,9070,9310,9448,9605,9795,10052,10233,10494,10968,11770,12820,14429,15437,15849,16380,8962.340332,1935713152.000000,215983,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,499,0.002153,1938705.000000,900300780
2024-09-11-03-24-09,0,780,60.000000,/blk/wd,894,uniform-shuffle,"",200000.000000,10000.000000,60,0,0.500000,14.083333,14.083333,3606.433350,3609.033447,0.000000,r,5991,7854,8099,8201,8296,8482,8666,8865,9098,9235,9392,9585,9839,10024,10298,10785,11686,12609,14321,15797,16330,16742,8794.039581,1904278919.000000,216542,w,6004,7947,8214,8324,8427,8623,8821,9030,9274,9416,9576,9775,10043,10232,10507,11011,11925,12931,14620,16016,16799,17091,8944.199440,1935399540.000000,216386,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,514,0.002157,1942348.000000,900526089
