hash,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,threadRate,threadStatsInterval,expRate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,r,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,ravg,rtot,rcnt,w,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,wavg,wtot,wcnt,s,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax,savg,stot,scnt,c,cmin,c10p,c20p,c25p,c30p,c40p,c50p,c60p,c70p,c75p,c80p,c85p,c90p,c92p5,c95p,c97p5,c99p,c99p5,c99p9,c99p99,c99p999,cmax,cavg,ctot,ccnt
2024-09-11-03-23-23,6,60,59.999954,/blk/intel0,1788,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,74.966721,0.750001,19194.347656,196.100143,0.000000,r,46,685,876,959,1037,1184,1345,1508,1691,1802,1931,2085,2303,2453,2641,2939,3347,3693,4543,5362,5376,5821,1435.429033,16889258.000000,11766,w,7,767,1123,1304,1499,2006,3145,4320,4870,5119,5388,5700,6092,6334,6648,7153,7851,8387,9663,11554,12556,14606,3314.737974,3817451135.000000,1151660,s,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,115,0.005387,4582545.000000,850636626
2024-09-11-03-23-23,6,120,60.000000,/blk/intel0,1788,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,75.316666,0.750000,19282.083984,195.016663,0.000000,r,165,645,829,914,990,1153,1322,1506,1723,1853,2001,2176,2402,2540,2727,3047,3436,3873,4797,5258,6044,6396,1440.934365,16860373.000000,11701,w,9,687,1012,1179,1363,1853,3195,4413,4914,5166,5458,5801,6196,6437,6733,7242,7956,8506,9731,11497,13379,13868,3303.774086,3822218834.000000,1156925,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,404,0.005599,4732841.000000,845327055
2024-09-11-03-23-23,6,180,59.999985,/blk/intel0,1788,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,74.100021,0.750000,18971.072266,194.833389,0.000000,r,235,640,826,915,1002,1164,1343,1532,1759,1897,2048,2224,2449,2581,2793,3106,3511,3881,4690,5345,5376,5704,1462.576732,17097522.000000,11690,w,103,684,1014,1183,1370,1879,3239,4501,5007,5264,5562,5909,6308,6545,6845,7339,8047,8608,9829,11416,12767,13643,3357.744334,3821999497.000000,1138264,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,352,0.005606,4733913.000000,844408850
2024-09-11-03-23-23,6,240,60.000015,/blk/intel0,1788,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,74.083313,0.733333,18967.728516,191.349945,0.000000,r,227,633,826,914,992,1154,1331,1520,1763,1902,2062,2241,2489,2624,2828,3166,3626,4099,5009,5529,5925,6218,1467.668844,16850306.000000,11481,w,115,674,1004,1175,1365,1882,3254,4483,4989,5251,5556,5911,6326,6577,6894,7440,8186,8745,10201,12518,14910,16044,3358.580240,3822279262.000000,1138064,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,356,0.005603,4731452.000000,844421891
2024-09-11-03-23-23,6,300,59.999954,/blk/intel0,1788,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,74.883392,0.750001,19171.865234,193.033478,0.000000,r,236,642,835,917,999,1159,1332,1523,1734,1866,2022,2195,2422,2566,2753,3087,3480,3829,4532,5084,5516,5700,1451.353652,16809578.000000,11582,w,94,677,1004,1175,1364,1870,3209,4434,4941,5201,5499,5840,6241,6482,6787,7304,8028,8598,10023,11712,12756,13779,3322.754187,3822200692.000000,1150311,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,358,0.005668,4781696.000000,843579394
2024-09-11-03-23-23,6,360,60.000000,/blk/intel0,1788,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,74.716667,0.750000,19130.750000,193.566666,0.000000,r,216,633,826,907,988,1148,1320,1503,1721,1852,2000,2169,2396,2546,2730,3042,3408,3769,4515,4900,4931,4999,1436.240055,16680492.000000,11614,w,85,683,1012,1181,1366,1860,3240,4471,4967,5223,5513,5852,6242,6475,6770,7271,7979,8464,9544,10980,11874,13075,3330.089692,3822426803.000000,1147845,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,405,0.005657,4772606.000000,843626724
2024-09-11-03-23-23,6,420,60.000000,/blk/intel0,1788,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,73.666664,0.733333,18861.250000,188.116669,0.000000,r,224,638,827,910,992,1158,1334,1520,1764,1899,2065,2251,2493,2636,2826,3117,3507,3850,4670,5141,5151,5279,1465.626296,16542524.000000,11287,w,101,678,1003,1174,1369,1899,3245,4549,5050,5307,5604,5953,6358,6599,6887,7340,7982,8491,9610,10944,12060,13067,3377.749088,3822514199.000000,1131675,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,381,0.005581,4714072.000000,844706885
2024-09-11-03-23-23,6,480,60.000031,/blk/intel0,1788,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,75.383293,0.750000,19302.156250,194.416565,0.000000,r,192,631,814,901,986,1147,1316,1505,1727,1860,2016,2192,2417,2571,2737,3017,3347,3619,4484,5093,5430,5530,1436.470982,16756434.000000,11665,w,88,665,989,1158,1345,1861,3128,4437,4940,5193,5484,5821,6226,6455,6732,7170,7755,8238,9437,10899,12031,13249,3300.318523,3822197891.000000,1158130,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,382,0.005716,4818235.000000,842886444
2024-09-11-03-23-23,6,540,60.000000,/blk/intel0,1788,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,73.533333,0.750000,18828.500000,193.183334,0.000000,r,227,645,837,925,1010,1184,1360,1544,1784,1923,2074,2246,2465,2616,2796,3058,3506,3752,4313,5046,5310,5560,1476.783280,17117395.000000,11591,w,105,691,1021,1194,1382,1899,3234,4530,5050,5314,5614,5955,6350,6585,6887,7380,8111,8647,10099,11900,13274,14166,3383.230122,3822068901.000000,1129710,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,366,0.005580,4712247.000000,844526530
2024-09-11-03-23-23,6,600,60.000000,/blk/intel0,1788,uniform-shuffle,"",200000.000000,32500.000000,60,1,0.990000,73.550003,0.750000,18832.449219,192.000000,0.000000,r,181,652,843,927,1010,1172,1345,1537,1768,1905,2056,2246,2482,2625,2816,3146,3497,3847,4682,5198,5253,5456,1473.521267,16974965.000000,11520,w,99,677,1008,1182,1375,1896,3291,4538,5049,5315,5620,5962,6355,6592,6888,7382,8093,8625,9752,11374,13951,14684,3382.587628,3822144743.000000,1129947,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,365,0.005578,4711549.000000,844629722
