hash,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,threadRate,threadStatsInterval,expRate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,r,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,ravg,rtot,rcnt,w,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,wavg,wtot,wcnt,s,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax,savg,stot,scnt,c,cmin,c10p,c20p,c25p,c30p,c40p,c50p,c60p,c70p,c75p,c80p,c85p,c90p,c92p5,c95p,c97p5,c99p,c99p5,c99p9,c99p99,c99p999,cmax,cavg,ctot,ccnt
2024-09-11-03-24-13,6,60,59.999996,/blk/k5,3576,uniform-shuffle,"",500000.000000,82500.000000,60,1,0.990000,205.733353,2.083333,52671.320312,536.750061,0.000000,r,50,189,285,305,323,356,396,447,509,546,589,644,712,755,808,882,965,1024,1169,1383,1622,1628,431.032293,13881395.000000,32205,w,7,234,262,277,292,328,376,457,751,1573,2416,3240,3880,3950,4799,5835,5955,6015,6350,6593,6689,6737,1206.013091,3811337844.000000,3160279,s,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,88,150,0.014218,10713659.000000,753547521
2024-09-11-03-24-13,6,120,59.999985,/blk/k5,3576,uniform-shuffle,"",500000.000000,82500.000000,60,1,0.990000,206.166718,2.083334,52782.898438,533.733459,0.000000,r,50,185,286,307,324,358,399,451,513,549,591,645,716,759,812,886,967,1025,1182,1497,1608,1939,432.945291,13864640.000000,32024,w,111,233,261,276,292,328,375,456,743,1555,2408,3237,3880,3950,4789,5835,5955,6015,6382,6608,6721,6790,1203.414765,3811182069.000000,3166973,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,90,361,0.014485,10853796.000000,749314159
2024-09-11-03-24-13,6,180,59.999985,/blk/k5,3576,uniform-shuffle,"",500000.000000,82500.000000,60,1,0.990000,206.283386,2.100001,52811.261719,539.433472,0.000000,r,50,185,285,306,324,359,399,451,513,548,591,643,714,758,813,887,967,1037,1171,1452,1622,1634,432.397856,13994989.000000,32366,w,97,232,261,276,291,327,375,458,756,1578,2401,3226,3880,3950,4740,5835,5955,6015,6350,6608,6673,6705,1202.715705,3811015186.000000,3168675,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,90,379,0.014502,10860191.000000,748872569
2024-09-11-03-24-13,6,240,60.000107,/blk/k5,3576,uniform-shuffle,"",500000.000000,82500.000000,60,1,0.990000,206.849625,2.083330,52955.605469,533.349060,0.000000,r,50,188,285,305,324,359,399,451,514,551,593,649,717,762,815,893,967,1031,1160,1412,1505,1647,433.611262,13875994.000000,32001,w,104,232,260,274,290,326,374,455,743,1568,2398,3223,3880,3948,4737,5832,5955,6000,6350,6592,6705,6792,1199.414405,3810949766.000000,3177342,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,90,366,0.014528,10881940.000000,749029054
2024-09-11-03-24-13,6,300,59.999908,/blk/k5,3576,uniform-shuffle,"",500000.000000,82500.000000,60,1,0.990000,207.500320,2.100003,53124.097656,538.400818,0.000000,r,50,186,286,307,325,359,399,450,512,546,587,641,713,756,810,885,963,1021,1174,1466,1528,1682,431.973564,13954474.000000,32304,w,33,232,260,275,291,326,374,454,735,1536,2377,3214,3880,3940,4734,5835,5955,6015,6333,6576,6708,6759,1195.600843,3810907147.000000,3187441,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,90,322,0.014591,10915873.000000,748137149
2024-09-11-03-24-13,6,360,60.000031,/blk/k5,3576,uniform-shuffle,"",500000.000000,82500.000000,60,1,0.990000,205.983231,2.066666,52732.355469,530.966370,0.000000,r,50,178,283,305,323,357,397,450,513,550,592,646,717,762,815,891,970,1032,1181,1379,1574,1626,431.912769,13759877.000000,31858,w,64,232,261,276,291,327,375,456,752,1581,2413,3245,3880,3950,4765,5835,5955,6015,6366,6592,6689,6737,1204.578174,3811216683.000000,3163943,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,90,321,0.014465,10841295.000000,749465870
2024-09-11-03-24-13,6,420,60.000000,/blk/k5,3576,uniform-shuffle,"",500000.000000,82500.000000,60,1,0.990000,205.899994,2.066667,52710.500000,531.750000,0.000000,r,50,186,285,306,323,357,398,449,510,547,590,647,716,760,812,887,968,1040,1186,1413,1545,1721,432.199687,13789331.000000,31905,w,88,233,262,276,292,328,376,458,752,1559,2400,3239,3888,3950,4813,5835,5955,6015,6365,6592,6657,6705,1205.094076,3811266676.000000,3162630,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,89,326,0.014478,10848066.000000,749276642
2024-09-11-03-24-13,6,480,59.999969,/blk/k5,3576,uniform-shuffle,"",500000.000000,82500.000000,60,1,0.990000,206.516769,2.083334,52870.695312,537.533630,0.000000,r,50,187,285,306,325,359,399,450,512,547,589,644,716,760,815,885,961,1011,1165,1407,1462,1689,432.182190,13938740.000000,32252,w,80,233,262,277,293,328,375,456,739,1549,2396,3227,3880,3950,4787,5835,5955,6015,6382,6592,6721,9150,1201.328522,3810902392.000000,3172240,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,90,311,0.014515,10870404.000000,748932958
2024-09-11-03-24-13,6,540,59.999969,/blk/k5,3576,uniform-shuffle,"",500000.000000,82500.000000,60,1,0.990000,206.016769,2.083334,52742.261719,534.516968,0.000000,r,50,181,286,307,325,359,399,452,515,550,593,651,721,763,815,891,967,1026,1135,1466,1553,1604,433.796046,13912273.000000,32071,w,61,234,263,277,293,330,377,459,747,1575,2398,3235,3880,3950,4777,5835,5955,6000,6382,6586,6657,6710,1204.392433,3811340805.000000,3164534,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,90,346,0.014487,10850956.000000,749009193
2024-09-11-03-24-13,6,600,60.000000,/blk/k5,3576,uniform-shuffle,"",500000.000000,82500.000000,60,1,0.990000,206.433334,2.066667,52849.234375,532.000000,0.000000,r,50,189,284,305,323,357,398,448,511,547,588,642,709,753,806,883,963,1029,1184,1448,1633,1652,431.246460,13765387.000000,31920,w,96,233,261,276,292,328,376,456,737,1548,2394,3235,3880,3950,4783,5835,5955,6015,6366,6592,6673,6714,1201.961640,3811365070.000000,3170954,s,2147483647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,0,0.000000,0,c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,90,303,0.014522,10873024.000000,748752571
