hash,id,time,timeDiff,device,filesizeGib,pattern,patternDetails,rate,threadRate,expRate,writePercent,writeMibs,readMibs,writes,reads,fdatasyncs,rmin,r10p,r20p,r25p,r30p,r40p,r50p,r60p,r70p,r75p,r80p,r85p,r90p,r92p5,r95p,r97p5,r99p,r99p5,r99p9,r99p99,r99p999,rmax,wmin,w10p,w20p,w25p,w30p,w40p,w50p,w60p,w70p,w75p,w80p,w85p,w90p,w92p5,w95p,w97p5,w99p,w99p5,w99p9,w99p99,w99p999,wmax,smin,s10p,s20p,s25p,s30p,s40p,s50p,s60p,s70p,s75p,s80p,s85p,s90p,s92p5,s95p,s97p5,s99p,s99p5,s99p9,s99p99,s99p999,smax
2024-08-12-15-20-30,5,80,19.999985,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.800034,0.450000,11727.508789,122.000092,0.000000,788,1729,2321,2569,2783,3101,3408,3797,4207,4489,4795,5141,5595,5870,6247,6836,7705,8201,10178,10412,10412,11397,1227,2802,4538,4937,5218,5638,6006,6373,6805,7057,7352,7717,8218,8559,8991,9709,10655,11216,12408,13984,14958,15401,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,100,20.000008,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.249981,0.450000,11596.445312,119.399956,0.000000,736,1719,2254,2472,2722,3093,3437,3823,4302,4557,4898,5259,5845,6165,6592,7306,7945,8887,10128,10453,10453,10992,1258,2807,4539,4928,5207,5639,6015,6393,6853,7131,7461,7865,8383,8749,9239,10016,10912,11618,13205,16466,17242,17615,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,120,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.799999,0.400000,11732.799805,114.849998,0.000000,747,1747,2288,2515,2728,3087,3445,3812,4246,4507,4804,5116,5581,5897,6354,7149,8236,8912,10538,10842,10842,11254,1369,2907,4489,4884,5160,5587,5950,6321,6758,7014,7314,7690,8212,8567,9053,9832,10811,11538,12967,14404,15027,15520,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,140,20.000008,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,44.799984,0.450000,11473.595703,118.099953,0.000000,799,1878,2428,2652,2842,3185,3533,3917,4340,4594,4910,5274,5743,6060,6475,7132,7934,8440,9544,10657,10657,10704,1372,3182,4687,5005,5256,5663,6024,6399,6856,7133,7444,7821,8333,8676,9114,9869,10779,11393,12731,13999,14343,14633,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,160,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.599998,0.450000,11682.049805,118.699997,0.000000,610,1774,2291,2516,2759,3121,3454,3831,4254,4530,4771,5099,5650,5973,6325,7107,8159,8826,10894,11982,11982,12184,1412,2845,4542,4929,5209,5630,5997,6364,6790,7054,7361,7732,8217,8538,8990,9714,10644,11257,12742,14405,15135,15455,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,180,19.999985,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.300034,0.400000,11604.108398,113.600090,0.000000,577,1701,2298,2518,2739,3078,3437,3869,4262,4507,4862,5234,5777,6114,6516,7267,8368,9442,10177,10409,10409,10805,1303,2767,4487,4898,5193,5629,6007,6400,6857,7126,7427,7808,8328,8655,9126,9889,10940,11592,13019,14653,15379,15496,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,200,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.450001,0.450000,11637.950195,118.699997,0.000000,731,1711,2363,2564,2752,3106,3401,3757,4141,4400,4676,5022,5514,5807,6205,6784,7456,8362,10379,10658,10658,12690,1286,2942,4529,4892,5172,5595,5962,6341,6790,7063,7366,7756,8261,8591,9057,9769,10778,11480,13092,14411,14957,15610,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,220,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.200001,0.450000,11831.400391,120.300003,0.000000,531,1820,2339,2573,2785,3062,3404,3748,4154,4411,4767,5109,5627,6006,6502,7131,8037,8632,10611,11378,11378,12621,1340,2988,4519,4847,5112,5534,5903,6275,6698,6957,7254,7641,8157,8518,8976,9718,10614,11280,12547,14343,15436,15502,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,240,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.250000,0.450000,11846.750000,122.550003,0.000000,788,1786,2333,2538,2723,3027,3353,3672,4087,4320,4635,5048,5574,5896,6341,7015,7992,8900,10843,11645,11645,12242,1364,3204,4510,4809,5058,5474,5838,6206,6636,6894,7185,7547,8068,8439,8906,9693,10635,11309,12745,14506,15625,15670,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,260,20.000015,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.299965,0.450000,11606.191406,116.199913,0.000000,195,1918,2421,2648,2828,3135,3438,3770,4207,4475,4777,5133,5570,5915,6357,7202,7881,8469,9449,9924,9924,11558,1073,3469,4641,4927,5164,5554,5927,6302,6738,7008,7327,7701,8191,8536,8987,9740,10637,11222,12850,15768,17385,17499,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,280,19.999969,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.950069,0.450001,11768.267578,118.950180,0.000000,621,1845,2359,2551,2742,3064,3351,3690,4145,4426,4743,5154,5644,6006,6477,7194,8216,8863,9731,10078,10078,10217,1407,3116,4530,4851,5117,5521,5876,6232,6652,6916,7222,7602,8115,8468,8920,9662,10548,11244,12618,14333,15108,15376,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,300,20.000031,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.799931,0.449999,11728.881836,121.649811,0.000000,666,1860,2444,2633,2808,3147,3424,3777,4204,4461,4725,5117,5591,5886,6321,6999,7728,8379,9728,10329,10329,10495,1359,3248,4569,4881,5135,5540,5886,6246,6669,6923,7223,7580,8059,8367,8813,9524,10371,10972,12077,13243,13977,14532,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,320,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.599998,0.450000,11680.250000,127.599998,0.000000,684,1895,2409,2583,2764,3073,3403,3745,4197,4460,4742,5104,5602,5939,6425,7261,8243,8884,9917,10220,10220,11429,1237,3410,4566,4845,5085,5497,5863,6223,6649,6896,7187,7557,8049,8415,8948,9800,10785,11543,13863,15620,16208,16674,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,340,19.999969,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.750069,0.450001,11724.517578,117.750183,0.000000,697,1771,2307,2520,2706,3040,3391,3758,4197,4450,4766,5071,5564,5869,6264,7046,8006,8631,9925,11429,11429,11556,1248,3074,4530,4858,5123,5549,5917,6282,6705,6955,7250,7634,8129,8468,8942,9695,10639,11321,12873,14039,14552,14734,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,360,20.000031,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.599930,0.449999,11683.032227,116.199821,0.000000,669,1822,2394,2576,2762,3096,3435,3812,4230,4482,4824,5210,5646,5899,6314,6919,7734,8580,10532,11386,11386,12240,1404,3128,4565,4894,5159,5579,5952,6326,6763,7025,7337,7711,8210,8537,8977,9660,10539,11187,12662,14284,15105,15116,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,380,19.999969,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.850071,0.450001,11747.967773,116.850182,0.000000,626,1788,2368,2571,2757,3087,3389,3735,4159,4360,4650,5073,5525,5855,6290,6980,7839,8504,10059,11757,11757,12018,1234,3025,4565,4886,5148,5558,5925,6301,6730,6985,7285,7655,8139,8488,8933,9687,10552,11232,12774,14701,15651,16314,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,400,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.900002,0.450000,11750.599609,122.599998,0.000000,626,1866,2399,2600,2791,3072,3407,3739,4158,4406,4762,5166,5629,5918,6336,7215,8096,8935,9952,10423,10423,10682,1216,3338,4546,4843,5091,5505,5884,6270,6718,6988,7308,7693,8210,8551,8992,9721,10754,11492,12903,15878,16613,16939,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,420,20.000031,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.849930,0.449999,11744.032227,117.299820,0.000000,628,1908,2401,2605,2773,3126,3442,3798,4193,4423,4721,5070,5519,5840,6258,7154,8025,8548,9503,11061,11061,11098,1357,3220,4548,4862,5116,5536,5892,6253,6686,6940,7243,7613,8142,8500,8977,9725,10704,11489,13164,15810,17154,17694,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,440,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.150002,0.450000,11822.200195,117.449997,0.000000,430,1914,2412,2630,2792,3146,3430,3767,4202,4426,4692,5021,5451,5727,6123,6761,7699,8249,10349,11442,11442,11481,1336,3474,4575,4856,5094,5497,5856,6215,6634,6888,7176,7541,8025,8354,8798,9524,10622,11471,13014,15229,15718,16153,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,460,19.999969,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.450069,0.400001,11644.217773,114.650177,0.000000,684,1743,2330,2559,2746,3118,3450,3847,4307,4553,4866,5205,5710,6040,6441,7167,7998,8678,10240,10863,10863,10919,1282,2924,4508,4885,5163,5590,5966,6349,6816,7103,7430,7826,8357,8708,9162,9903,10721,11332,13075,14556,15401,15807,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,480,20.000031,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.099930,0.449999,11812.681641,119.549820,0.000000,640,1884,2429,2610,2771,3088,3370,3675,4034,4305,4617,4940,5478,5770,6218,7022,7893,8651,9587,11346,11346,11538,1413,3294,4519,4818,5056,5454,5816,6185,6607,6866,7161,7534,8051,8394,8853,9571,10497,11196,12633,14210,14746,14951,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,500,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.650002,0.450000,11691.950195,117.400002,0.000000,679,1772,2359,2558,2763,3120,3423,3812,4234,4469,4839,5237,5779,6070,6566,7262,8098,9097,10079,10980,10980,10980,1395,2876,4492,4865,5156,5601,5977,6365,6816,7080,7392,7770,8275,8621,9114,9847,10803,11508,12810,14687,15968,16299,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,520,19.999969,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.100067,0.450001,11550.967773,117.300179,0.000000,601,1858,2365,2585,2755,3087,3373,3681,4122,4400,4733,5138,5627,6007,6497,7194,7876,8850,10184,10670,10670,11047,1371,3140,4559,4900,5169,5595,5975,6352,6799,7066,7380,7774,8317,8667,9135,9903,10866,11497,13032,15122,16504,17274,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,540,20.000061,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.349861,0.399999,11614.915039,114.549652,0.000000,609,1732,2334,2576,2764,3103,3442,3793,4233,4502,4826,5272,5760,6115,6541,7325,8132,9208,9797,10264,10264,10299,1372,2865,4494,4899,5186,5634,6016,6403,6857,7144,7470,7868,8374,8711,9153,9868,10844,11504,12850,13857,14328,14519,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,560,19.999939,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.650139,0.450001,11690.585938,118.750366,0.000000,404,1843,2335,2541,2738,3088,3418,3758,4196,4442,4677,4996,5431,5784,6162,6936,7917,8587,10251,11274,11274,11811,1094,3049,4540,4850,5112,5539,5922,6302,6744,7003,7303,7664,8163,8499,8968,9716,10698,11370,12592,14110,14487,14575,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,580,20.000061,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.949860,0.449999,11771.763672,116.449646,0.000000,732,1773,2357,2584,2755,3049,3384,3710,4118,4404,4664,5029,5533,5886,6287,7095,8136,8975,10403,10567,10567,10708,1241,3085,4549,4876,5135,5545,5909,6272,6704,6963,7284,7674,8207,8562,9036,9795,10764,11441,12879,14753,15433,15881,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,600,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.700001,0.450000,11701.250000,119.449997,0.000000,540,1803,2414,2608,2774,3088,3394,3718,4193,4430,4720,5075,5547,5901,6434,7184,8045,8318,10326,11044,11044,12477,1399,3218,4586,4894,5146,5554,5914,6281,6731,6999,7321,7699,8199,8554,9053,9875,10814,11446,12610,14761,15725,16094,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,620,19.999939,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.350140,0.450001,11877.686523,120.450371,0.000000,676,1969,2461,2634,2804,3085,3354,3675,4028,4272,4498,4830,5285,5666,6086,6813,7817,8496,9791,10666,10666,11006,1411,3576,4622,4896,5127,5497,5839,6177,6590,6838,7129,7488,7953,8268,8675,9366,10225,10853,12282,14507,15181,15249,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,640,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.200001,0.450000,11834.549805,120.750000,0.000000,585,1853,2363,2578,2766,3044,3343,3680,4077,4317,4588,4899,5349,5675,6154,6950,7684,8418,10056,10360,10360,11066,1351,3507,4600,4879,5116,5501,5848,6205,6608,6843,7136,7495,7976,8315,8780,9526,10398,11101,12577,14406,15164,15754,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,660,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.549999,0.450000,11673.099609,116.699997,0.000000,653,1876,2423,2651,2819,3124,3452,3785,4221,4474,4741,5106,5619,5972,6389,7246,8264,8983,11379,12011,12011,13019,1198,3123,4612,4926,5177,5586,5949,6317,6765,7026,7340,7718,8245,8605,9084,9830,10833,11479,13171,16252,16809,16824,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,680,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.599998,0.450000,11676.650391,116.050003,0.000000,540,1822,2372,2604,2794,3080,3389,3795,4226,4453,4758,5145,5621,5888,6354,7073,7802,8593,10100,10345,10345,10910,1382,3277,4571,4884,5144,5562,5922,6282,6713,6977,7287,7658,8151,8477,8914,9636,10467,11077,12548,14109,14706,15180,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,700,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.450001,0.450000,11644.450195,119.150002,0.000000,673,1880,2412,2605,2771,3118,3435,3800,4219,4430,4773,5184,5700,6042,6434,7145,7833,8597,10219,10975,10975,11102,1375,3506,4623,4924,5164,5562,5914,6278,6702,6964,7272,7644,8147,8501,8966,9702,10610,11223,12573,14181,14947,15006,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,720,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.950001,0.450000,11773.200195,119.000000,0.000000,626,1906,2403,2590,2773,3087,3380,3725,4133,4354,4649,5014,5431,5730,6332,7046,8064,8563,9483,10688,10688,11055,1256,3437,4546,4831,5073,5480,5845,6212,6627,6875,7183,7573,8098,8446,8906,9649,10567,11211,12392,13901,14420,14575,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,740,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.099998,0.450000,11809.750000,119.650002,0.000000,622,1886,2439,2619,2792,3125,3419,3792,4203,4431,4769,5104,5550,5926,6356,6966,7548,8232,9347,9595,9595,11809,1326,3375,4574,4879,5127,5527,5891,6257,6700,6960,7265,7628,8111,8439,8896,9599,10555,11215,12550,13901,14585,14621,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,760,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.849998,0.450000,11749.349609,118.349998,0.000000,721,1907,2444,2651,2822,3136,3449,3804,4202,4428,4762,5172,5705,6018,6569,7356,7998,8378,9278,9607,9607,10148,1287,3517,4598,4891,5133,5532,5890,6246,6678,6943,7249,7621,8127,8458,8935,9718,10674,11310,12574,14346,14725,14912,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,780,20.000061,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.949860,0.449999,11774.164062,121.749626,0.000000,469,1843,2389,2573,2745,3093,3407,3731,4176,4442,4717,5022,5454,5697,6101,6840,7583,7871,9698,10511,10511,12470,1258,3250,4537,4840,5096,5498,5859,6223,6657,6912,7203,7555,8025,8349,8801,9538,10375,10950,12125,14188,15652,15842,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,800,19.999939,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.450138,0.450001,11639.335938,118.750366,0.000000,773,1852,2430,2626,2807,3084,3454,3804,4207,4496,4778,5149,5626,5948,6437,7178,8101,8683,9471,9794,9794,10227,1407,3305,4601,4919,5170,5586,5952,6325,6760,7015,7310,7685,8212,8573,9038,9773,10648,11216,12475,14134,14747,15472,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,820,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.049999,0.450000,11793.950195,119.550003,0.000000,674,1935,2402,2593,2760,3069,3360,3703,4094,4299,4587,4954,5441,5708,6154,6747,7592,8175,9116,9641,9641,9707,1359,3537,4543,4810,5040,5443,5802,6172,6600,6858,7158,7527,8011,8346,8797,9547,10456,11071,12165,13867,14852,15156,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,840,20.000061,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.549862,0.399999,11661.364258,109.949661,0.000000,650,1930,2487,2694,2877,3219,3480,3823,4223,4451,4767,5073,5554,5897,6360,7085,7880,8416,8885,9097,9097,9979,1307,3344,4620,4929,5176,5574,5935,6305,6738,7001,7311,7683,8185,8534,9010,9767,10625,11196,12519,13924,14389,14733,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,860,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.000000,0.450000,11776.000000,118.099998,0.000000,520,1925,2494,2664,2824,3099,3397,3747,4160,4467,4748,5112,5647,5973,6405,7183,8260,8813,9550,11028,11028,12291,1137,3442,4592,4870,5102,5500,5859,6230,6666,6924,7235,7608,8093,8427,8882,9581,10383,10969,12429,14316,14822,15059,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,880,19.999939,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.250137,0.450001,11587.635742,119.200363,0.000000,802,1935,2473,2672,2857,3148,3481,3812,4200,4494,4811,5233,5712,6027,6563,7268,8201,8855,9884,10496,10496,13667,1384,3484,4617,4896,5129,5511,5871,6247,6705,6981,7304,7699,8213,8577,9077,9850,10831,11504,13140,15875,16809,17300,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,900,20.000061,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.749859,0.449999,11712.764648,116.849640,0.000000,633,1830,2399,2583,2791,3112,3456,3828,4245,4490,4775,5141,5631,5979,6419,7188,8264,8906,10803,11134,11134,12050,1451,3203,4577,4900,5161,5579,5934,6300,6737,6998,7296,7666,8151,8481,8918,9638,10533,11236,12847,15406,16792,17271,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,920,19.999939,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.250137,0.400001,11594.084961,115.050354,0.000000,461,1884,2451,2638,2814,3161,3474,3810,4232,4505,4833,5152,5587,5886,6369,7355,8262,8893,9813,10529,10529,10623,1357,3460,4647,4944,5191,5590,5942,6310,6731,6986,7288,7654,8139,8469,8918,9685,10704,11405,12847,15216,16321,16414,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,940,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.650002,0.450000,11698.450195,120.400002,0.000000,626,1883,2426,2610,2780,3091,3449,3788,4198,4452,4752,5138,5611,5911,6359,7073,7876,8482,9487,9826,9826,10062,1239,3507,4647,4935,5167,5554,5903,6264,6682,6933,7240,7623,8117,8442,8883,9650,10522,11123,12303,15669,16959,16995,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,960,20.000061,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.049858,0.449999,11798.864258,116.549644,0.000000,782,1966,2479,2636,2796,3104,3411,3748,4165,4400,4702,5083,5519,5810,6259,6998,7917,8190,9438,9644,9644,9863,1373,3297,4590,4886,5131,5522,5879,6246,6676,6917,7213,7574,8070,8409,8839,9560,10517,11130,12413,14654,17018,17718,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,980,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,45.700001,0.400000,11700.000000,114.250000,0.000000,587,1840,2405,2610,2796,3111,3468,3832,4312,4557,4811,5193,5661,5966,6357,6976,8051,8679,9486,10102,10102,10139,1387,3132,4562,4904,5167,5588,5953,6326,6756,7021,7328,7699,8170,8499,8950,9692,10578,11173,12298,14298,15310,15668,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-20-30,5,1000,20.000000,/dev/nvme1n1,3492,uniform-shuffle,"",125000.000000,14625.000000,1,0.990000,46.299999,0.450000,11860.150391,120.400002,0.000000,627,1873,2414,2614,2777,3045,3355,3659,4066,4319,4623,4967,5414,5689,6132,6767,7449,7982,11158,11620,11620,11626,1394,3457,4564,4863,5115,5515,5871,6233,6656,6913,7205,7557,8027,8333,8780,9473,10330,10910,12429,13829,14755,15129,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-48-21,5,20,20.000141,/dev/nvme1n1,3492,uniform-shuffle,"",100000.000000,11500.000000,1,0.990000,43.549694,0.399997,11154.371094,111.349213,0.000000,127,1642,2236,2491,2669,2995,3322,3719,4133,4395,4704,5134,5667,5978,6481,7199,8089,8801,9723,10609,10609,10786,259,2798,4352,4741,5033,5500,5897,6281,6726,6993,7295,7689,8227,8596,9104,9929,10862,11407,12565,14039,15022,15348,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-48-21,5,40,19.999996,/dev/nvme1n1,3492,uniform-shuffle,"",100000.000000,11500.000000,1,0.990000,44.850010,0.450000,11488.352539,119.650024,0.000000,616,1870,2385,2622,2807,3143,3483,3850,4322,4615,4897,5291,5767,6073,6538,7203,7983,8656,9423,9938,9938,10882,1341,3114,4535,4881,5160,5581,5957,6357,6851,7144,7472,7855,8346,8666,9101,9838,10729,11265,12367,14039,14550,14779,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12-15-48-21,5,60,20.000008,/dev/nvme1n1,3492,uniform-shuffle,"",100000.000000,11500.000000,1,0.990000,45.749981,0.400000,11716.195312,115.149956,0.000000,479,1863,2374,2588,2778,3086,3388,3732,4095,4312,4612,4975,5438,5844,6309,6898,7640,8177,9743,10364,10364,11693,1368,3244,4556,4863,5119,5550,5918,6276,6701,6948,7250,7625,8135,8480,8968,9689,10585,11246,12518,16122,17750,17848,19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
